cluster_name	gene	z_score
17	PIGR	7.256052017211914
17	CAVIN2	7.103514194488525
17	LCN2	6.798426628112793
17	ATP2C2	6.766027450561523
17	CLDN4	6.653424263000488
17	ITGB3	6.545563220977783
17	KRT7	6.531641483306885
17	TRIM58	6.366196632385254
17	SCNN1A	6.211917877197266
17	TUBB1	6.169183254241943
17	KLF5	6.07131814956665
17	EPPK1	5.9951348304748535
17	CEACAM6	5.915119647979736
17	CKB	5.8442230224609375
17	SLC34A2	5.800889015197754
17	MUC20	5.648390769958496
17	MYL9	5.6322760581970215
17	MT-ATP6	5.607551574707031
17	CFAP157	5.565103530883789
17	MT-CO1	5.543210506439209
17	TRAF4	5.540135860443115
17	SPARC	5.500071048736572
17	BPIFB1	5.434286594390869
17	MT-ND4	5.308338165283203
17	AGR2	5.198212623596191
17	GPRC5A	5.154709339141846
17	ITGB4	5.066203594207764
17	FAM83H	4.99323034286499
17	TTC9	4.953129768371582
17	CD24	4.868346214294434
17	MYO6	4.863306999206543
17	F3	4.84119176864624
17	MAPK15	4.811802864074707
17	TMC4	4.7367329597473145
17	FAM102A	4.629764556884766
17	CCDC78	4.628396987915039
17	DNAI1	4.597269058227539
17	MTURN	4.515549182891846
18	RGCC	13.186264991760254
18	S100A8	10.445727348327637
18	LTF	8.052465438842773
18	S100A9	7.853862285614014
18	AZU1	6.515697956085205
18	ARG1	5.9078216552734375
18	LCN2	4.883659839630127
18	LYZ	4.7671403884887695
18	ANXA3	4.728646278381348
18	DEFA3	4.653310298919678
18	CD24	4.185496807098389
18	MPO	4.143494606018066
18	PGLYRP1	3.6702382564544678
18	FCAR	3.2684264183044434
18	CHI3L1	2.8974874019622803
18	PTPN7	2.8361594676971436
18	DEFA4	2.774672031402588
18	NCF4	2.6287193298339844
18	CYP4F3	2.607635021209717
18	ELANE	2.6022379398345947
18	S100P	2.4838366508483887
18	DDX3Y	2.3660786151885986
18	SEPTIN5	2.257385730743408
18	CAMP	2.2430739402770996
18	NTNG2	2.238292694091797
18	PADI4	2.186082601547241
18	GP1BB	2.1057095527648926
18	NKG7	2.0844883918762207
18	TUBA4A	1.9557856321334839
18	KLF5	1.91262686252594
18	MMP8	1.8973844051361084
18	HIST1H1B	1.8504618406295776
18	CENPM	1.7111130952835083
18	ZNF292	1.7076549530029297
18	UTY	1.6944358348846436
18	PDE4D	1.6828659772872925
18	PADI2	1.60079824924469
18	HELLS	1.5885897874832153
18	FOSB	1.5102767944335938
18	ATP2C2	1.501109004020691
18	CEACAM6	1.4402989149093628
18	LIN7A	1.4338114261627197
18	IRS2	1.3529869318008423
18	CDCA7L	1.3506419658660889
18	MBOAT2	1.3418277502059937
18	OLFM4	1.3241034746170044
18	STXBP5	1.3137129545211792
18	SYNE1	1.2820351123809814
18	PIP4P2	1.2609758377075195
18	PRTN3	1.1619069576263428
18	ZNF394	1.1605452299118042
